Write time: 2018-03-11 10:21:07

ID	Host_IP_Address	Host_Port	Anonymity	Type	Location	
149	124.91.170.216	80	HTTP	高匿	浙江丽水	99%	97%	1分钟	18-03-10 20:15	
150	59.32.37.245	61234	HTTP	高匿	广东河源	99%	99%	1分钟	18-03-10 20:15	
151	222.186.45.57	62386	HTTP	透明	江苏镇江	93%	97%	425天	18-03-10 20:11	
152	39.78.199.25	61202	HTTP	高匿	山东	89%	95%	1分钟	18-03-10 20:01	
153	223.245.230.37	47355	HTTP	高匿	安徽蚌埠	98%	97%	1分钟	18-03-10 20:00	
154	27.36.137.68	61202	HTTP	高匿	广东佛山	88%	96%	1分钟	18-03-10 20:00	
155	115.230.132.130	61202	HTTP	高匿	浙江嘉兴	85%	97%	20分钟	18-03-10 19:51	
156	144.255.161.147	61234	HTTP	高匿	山东	99%	97%	9小时	18-03-10 19:47	
157	183.143.92.78	61202	HTTP	高匿	浙江湖州	91%	97%	1分钟	18-03-10 19:45	
158	115.208.80.25	61234	HTTP	高匿	浙江湖州	92%	99%	28分钟	18-03-10 19:43	
159	101.66.28.180	61202	HTTP	高匿	浙江台州	91%	97%	1小时	18-03-10 19:36	
160	222.185.184.132	6666	HTTP	高匿	江苏常州	85%	99%	1分钟	18-03-10 19:31	
161	14.118.254.2	6666	HTTP	高匿	广东江门	60%	86%	1分钟	18-03-10 19:30	
162	14.112.76.220	61234	HTTP	高匿	广东惠州市惠东县	89%	97%	1分钟	18-03-10 19:30	
163	123.163.142.96	61234	HTTP	高匿	河南开封	91%	98%	1分钟	18-03-10 19:30	
164	27.203.25.250	61202	HTTP	高匿	山东威海	92%	96%	5分钟	18-03-10 19:20	
165	121.238.227.79	61202	HTTP	高匿	江苏	91%	98%	1分钟	18-03-10 19:15	
166	183.20.10.200	61234	HTTP	高匿	广东广州	92%	95%	1分钟	18-03-10 19:15	
167	117.86.87.136	8118	HTTP	高匿	江苏南通	91%	98%	1分钟	18-03-10 19:15	
168	39.68.163.38	61202	HTTP	高匿	山东	81%	92%	1分钟	18-03-10 19:15	
169	171.37.167.90	8123	HTTP	高匿	广西	87%	97%	526天	18-03-10 19:15	
170	27.40.137.43	61202	HTTP	高匿	广东湛江	85%	96%	15分钟	18-03-10 19:01	
171	121.231.146.62	6666	HTTP	高匿	江苏常州	90%	96%	1分钟	18-03-10 19:00	
172	118.75.202.119	61202	HTTP	高匿	山西长治	90%	97%	1分钟	18-03-10 19:00	
173	180.118.242.32	808	HTTP	高匿	江苏镇江	85%	91%	252天	18-03-10 19:00	
174	114.230.120.90	38661	HTTP	高匿	江苏扬州	98%	96%	1分钟	18-03-10 19:00	
175	61.137.246.207	61202	HTTP	高匿	辽宁	77%	99%	38分钟	18-03-10 18:53	
176	1.60.136.221	61202	HTTP	高匿	黑龙江伊春	85%	96%	1分钟	18-03-10 18:30	
177	125.127.180.159	61202	HTTP	高匿	浙江台州	95%	97%	1分钟	18-03-10 18:30	
178	14.120.183.124	61234	HTTP	高匿	广东深圳	54%	90%	1分钟	18-03-10 18:30	
179	42.87.47.202	61202	HTTP	高匿	辽宁	76%	97%	1分钟	18-03-10 18:15	
180	122.241.214.212	61202	HTTP	高匿	浙江丽水	85%	97%	1分钟	18-03-10 18:15	
181	112.83.213.46	61202	HTTP	高匿	江苏宿迁市泗阳县	96%	95%	1分钟	18-03-10 18:15	
182	175.21.3.45	61202	HTTP	高匿	吉林四平	86%	99%	1分钟	18-03-10 18:15	
183	1.25.106.18	61234	HTTP	高匿	内蒙古	92%	95%	32分钟	18-03-10 18:03	
184	42.231.212.104	61202	HTTP	高匿	河南	91%	98%	1分钟	18-03-10 18:01	
185	49.79.195.65	61234	HTTP	高匿	江苏	91%	99%	1分钟	18-03-10 18:00	
186	222.132.145.122	53281	HTTP	透明	山东泰安	78%	95%	280天	18-03-10 17:55	
187	113.200.214.164	9999	HTTP	透明	陕西西安	94%	99%	286天	18-03-10 17:55	
188	101.205.70.139	9797	HTTP	透明	四川	93%	97%	20分钟	18-03-10 17:51	
189	118.254.149.129	3128	HTTP	高匿	湖南衡阳	97%	97%	1分钟	18-03-10 17:45	
190	113.14.45.14	61202	HTTP	高匿	广西南宁	85%	98%	9分钟	18-03-10 17:40	
191	49.79.194.59	61234	HTTP	高匿	江苏	97%	96%	9分钟	18-03-10 17:40	
192	182.115.195.58	61202	HTTP	高匿	河南济源	92%	96%	1分钟	18-03-10 17:31	
193	125.118.151.252	6666	HTTP	高匿	浙江杭州	93%	95%	1分钟	18-03-10 17:30	
194	113.16.241.81	61202	HTTP	高匿	广西南宁	94%	99%	21分钟	18-03-10 17:22	
195	60.19.230.13	61202	HTTP	高匿	辽宁鞍山	98%	96%	4分钟	18-03-10 17:20	
196	114.97.152.73	61202	HTTP	高匿	安徽合肥	91%	95%	3分钟	18-03-10 17:20	
197	49.72.244.147	61202	HTTP	高匿	江苏苏州	91%	96%	1分钟	18-03-10 17:16	
198	122.231.80.164	61202	HTTP	高匿	浙江嘉兴	74%	99%	1分钟	18-03-10 17:16	
199	180.119.65.154	3128	HTTP	高匿	江苏扬州	83%	91%	18天	18-03-10 17:11	
200	119.184.223.37	61202	HTTP	高匿	山东潍坊	90%	96%	1分钟	18-03-10 17:00	
201	113.238.205.255	61202	HTTP	高匿	辽宁朝阳	98%	98%	1分钟	18-03-10 17:00	
202	121.62.50.35	61234	HTTP	高匿	湖北十堰	94%	97%	17小时	18-03-10 16:55	
203	222.182.53.90	8118	HTTP	高匿	重庆	92%	99%	1天	18-03-10 16:41	
204	61.133.235.129	61202	HTTP	高匿	青海海东地区	85%	96%	20小时	18-03-10 16:36	
205	218.20.55.196	9797	HTTP	透明	广东广州市天河区	91%	97%	23天	18-03-10 16:33	
206	112.255.192.54	61202	HTTP	高匿	山东青岛	96%	99%	1小时	18-03-10 16:31	
207	27.40.151.76	61234	HTTP	高匿	广东湛江	93%	97%	1分钟	18-03-10 16:31	
208	111.123.150.160	61202	HTTP	高匿	贵州黔西南州兴义	98%	99%	1分钟	18-03-10 16:31	
209	27.210.88.122	61202	HTTP	高匿	山东	91%	95%	1分钟	18-03-10 16:31	
210	218.93.166.248	6666	HTTP	高匿	江苏常州	96%	95%	1分钟	18-03-10 16:31	
211	59.51.120.15	3128	HTTP	高匿	湖南衡阳	85%	94%	1分钟	18-03-10 16:30	
212	110.73.52.110	8123	HTTP	高匿	广西南宁	94%	99%	641天	18-03-10 16:22	
213	49.72.129.106	61202	HTTP	高匿	江苏苏州	97%	99%	20分钟	18-03-10 16:21	
214	61.178.33.156	61202	HTTP	高匿	甘肃兰州	97%	98%	5小时	18-03-10 16:01	
215	125.119.62.195	61202	HTTP	高匿	浙江杭州	98%	95%	1分钟	18-03-10 16:01	
216	115.153.13.185	8888	HTTP	高匿	江西宜春	61%	86%	1分钟	18-03-10 16:00	
217	122.237.17.219	61234	HTTP	高匿	浙江绍兴	88%	97%	10小时	18-03-10 16:00	
218	116.30.120.3	9000	HTTP	透明	广东深圳	75%	94%	21分钟	18-03-10 15:52	
219	110.73.53.140	8123	HTTP	高匿	广西南宁	54%	80%	601天	18-03-10 15:45	
220	221.237.136.30	8118	HTTP	透明	四川成都	97%	98%	1天	18-03-10 15:32	
221	122.241.208.119	61202	HTTP	高匿	浙江丽水	83%	94%	15分钟	18-03-10 15:31	
222	111.124.22.186	61202	HTTP	高匿	贵州遵义	88%	98%	1分钟	18-03-10 15:31	
223	113.14.43.169	61202	HTTP	高匿	广西南宁	97%	97%	30分钟	18-03-10 15:31	
224	139.212.251.131	61202	HTTP	高匿	吉林	95%	99%	1分钟	18-03-10 15:31	
225	119.183.35.75	61202	HTTP	高匿	山东德州	98%	97%	1分钟	18-03-10 15:16	
226	182.247.56.69	61202	HTTP	高匿	云南	64%	89%	1分钟	18-03-10 15:16	
227	222.188.247.178	6666	HTTP	高匿	江苏常州	97%	97%	1分钟	18-03-10 15:16	
228	222.208.87.135	61202	HTTP	高匿	四川泸州	72%	99%	1分钟	18-03-10 15:16	
229	115.219.109.144	61202	HTTP	高匿	浙江温州	87%	95%	10分钟	18-03-10 15:10	
230	114.231.157.162	61202	HTTP	高匿	江苏南通	95%	99%	2小时	18-03-10 15:02	
231	171.212.200.13	7777	HTTP	高匿	四川成都	94%	95%	31分钟	18-03-10 15:01	
232	124.131.16.202	61202	HTTP	高匿	山东烟台	89%	98%	1分钟	18-03-10 15:01	
233	27.212.199.216	61202	HTTP	高匿	山东	86%	96%	1分钟	18-03-10 15:00	
234	202.96.84.22	61202	HTTP	高匿	辽宁锦州	88%	95%	1分钟	18-03-10 14:45	
235	123.14.167.53	8118	HTTP	高匿	河南郑州	82%	95%	6小时	18-03-10 14:38	
236	114.113.126.86	80	HTTP	透明	北京	78%	97%	32天	18-03-10 14:33	
237	183.144.0.149	61202	HTTP	高匿	浙江绍兴	91%	95%	1分钟	18-03-10 14:31	
238	113.250.163.0	61202	HTTP	高匿	重庆	94%	96%	1分钟	18-03-10 14:30	
239	36.6.188.27	61202	HTTP	高匿	安徽	77%	91%	1分钟	18-03-10 14:30	
240	113.122.59.153	61234	HTTP	高匿	山东菏泽	95%	95%	1分钟	18-03-10 14:30	
241	114.230.41.26	3128	HTTP	高匿	江苏扬州	93%	95%	1分钟	18-03-10 14:30	
242	180.136.89.207	61202	HTTP	高匿	广西桂林	96%	99%	5分钟	18-03-10 14:20	
243	61.133.248.27	61202	HTTP	高匿	青海	72%	93%	1分钟	18-03-10 14:16	
244	117.37.18.61	61202	HTTP	高匿	陕西西安	99%	99%	1分钟	18-03-10 14:16	
245	60.184.114.193	61202	HTTP	高匿	浙江丽水	83%	93%	1分钟	18-03-10 14:16	
246	111.155.124.77	8123	HTTP	高匿	北京	95%	96%	377天	18-03-10 14:11	
247	114.230.41.123	808	HTTP	高匿	江苏扬州	90%	95%	343天	18-03-10 14:11	
248	122.230.147.13	61234	HTTP	高匿	浙江湖州	86%	95%	6小时	18-03-10 14:02	
249	111.123.172.222	61202	HTTP	高匿	贵州黔西南州兴义	78%	90%	1分钟	18-03-10 14:00	
250	222.76.187.193	8118	HTTP	高匿	福建厦门	98%	96%	9小时	18-03-10 13:45	
251	112.102.173.107	61202	HTTP	高匿	黑龙江哈尔滨	98%	98%	25分钟	18-03-10 13:40	
